# The shapes a source reader takes — the P3, P14, P16 rows of docs/plans/MIGRATION-DEBT.tsv, classified.
# Generated by: python scripts/dev/bt-app-reader-shapes.py
# Read-only, re-runnable; the rows come out in the debt list's order.
# mechanical: yes = a converter can rewrite the site and a person need not read it; partial = a converter can propose the rewrite and a person must read the result; no = a person decides.
# row: the line of MIGRATION-DEBT.tsv this came from.
row	ticket	file	test	shape	reader	selectors	assertion	mechanical	reason
D0122	P16	crates/bt-app/src/file_reads_doors.txt	main.rs: open_the_data_directorys_endpoints: launch_wire::open	L-ledger-key	file_reads_doors.txt	main.rs: open_the_data_directorys_endpoints: launch_wire::open	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0131	P16	crates/bt-app/src/file_reads_doors.txt	main.rs: say_at_the_front_door: persist::SettingsStore::open	L-ledger-key	file_reads_doors.txt	main.rs: say_at_the_front_door: persist::SettingsStore::open	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0134	P16	crates/bt-app/src/file_reads_doors.txt	pdf.rs: count_pages: .read	L-ledger-key	file_reads_doors.txt	pdf.rs: count_pages: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0135	P16	crates/bt-app/src/file_reads_doors.txt	pdf.rs: read_capped: .read_to_end	L-ledger-key	file_reads_doors.txt	pdf.rs: read_capped: .read_to_end	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0136	P16	crates/bt-app/src/file_reads_doors.txt	persist.rs: open: SessionWriter::open	L-ledger-key	file_reads_doors.txt	persist.rs: open: SessionWriter::open	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0137	P16	crates/bt-app/src/file_reads_doors.txt	preview.rs: read_up_to: .read_to_end	L-ledger-key	file_reads_doors.txt	preview.rs: read_up_to: .read_to_end	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0138	P16	crates/bt-app/src/file_reads_doors.txt	preview_watch.rs: sync_with: open	L-ledger-key	file_reads_doors.txt	preview_watch.rs: sync_with: open	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0139	P16	crates/bt-app/src/file_reads_doors.txt	profiles.rs: table: .read	L-ledger-key	file_reads_doors.txt	profiles.rs: table: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0140	P16	crates/bt-app/src/file_reads_doors.txt	profiles.rs: title: .read	L-ledger-key	file_reads_doors.txt	profiles.rs: title: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0141	P16	crates/bt-app/src/file_reads_doors.txt	profiles.rs: with_table: read	L-ledger-key	file_reads_doors.txt	profiles.rs: with_table: read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0142	P16	crates/bt-app/src/file_reads_doors.txt	psreadline.rs: install_recorded: Marks::read	L-ledger-key	file_reads_doors.txt	psreadline.rs: install_recorded: Marks::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0143	P16	crates/bt-app/src/file_reads_doors.txt	psreadline.rs: is_folios_copy_at: installed_disk::read	L-ledger-key	file_reads_doors.txt	psreadline.rs: is_folios_copy_at: installed_disk::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0144	P16	crates/bt-app/src/file_reads_doors.txt	psreadline.rs: read: .read	L-ledger-key	file_reads_doors.txt	psreadline.rs: read: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0145	P16	crates/bt-app/src/file_reads_doors.txt	psreadline.rs: run_probe: .output	L-ledger-key	file_reads_doors.txt	psreadline.rs: run_probe: .output	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0146	P16	crates/bt-app/src/file_reads_doors.txt	psreadline.rs: unclaimed_or_foreign: installed_disk::read	L-ledger-key	file_reads_doors.txt	psreadline.rs: unclaimed_or_foreign: installed_disk::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0147	P16	crates/bt-app/src/file_reads_doors.txt	schemes.rs: catalogue: .read	L-ledger-key	file_reads_doors.txt	schemes.rs: catalogue: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0148	P16	crates/bt-app/src/file_reads_doors.txt	settings.rs: adopted: .read	L-ledger-key	file_reads_doors.txt	settings.rs: adopted: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0149	P16	crates/bt-app/src/file_reads_doors.txt	settings.rs: get: .read	L-ledger-key	file_reads_doors.txt	settings.rs: get: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0150	P16	crates/bt-app/src/file_reads_doors.txt	settings.rs: scanned: .read	L-ledger-key	file_reads_doors.txt	settings.rs: scanned: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0151	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration.rs: add_profile_with_forms: profile_marks::Decoded::read	L-ledger-key	file_reads_doors.txt	shell_integration.rs: add_profile_with_forms: profile_marks::Decoded::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0152	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration.rs: offer_for: profile_marks::Decoded::read	L-ledger-key	file_reads_doors.txt	shell_integration.rs: offer_for: profile_marks::Decoded::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0153	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration.rs: profile_path_reason: std::fs::File::open	L-ledger-key	file_reads_doors.txt	shell_integration.rs: profile_path_reason: std::fs::File::open	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0154	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration.rs: read_profile_for_edit: .open	L-ledger-key	file_reads_doors.txt	shell_integration.rs: read_profile_for_edit: .open	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0155	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration.rs: read_profile_for_edit: .read	L-ledger-key	file_reads_doors.txt	shell_integration.rs: read_profile_for_edit: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0156	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration.rs: read_profile_for_edit: .read_to_end	L-ledger-key	file_reads_doors.txt	shell_integration.rs: read_profile_for_edit: .read_to_end	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0157	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration.rs: replace_profile: .open	L-ledger-key	file_reads_doors.txt	shell_integration.rs: replace_profile: .open	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0158	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration/profile_marks.rs: lock: .open	L-ledger-key	file_reads_doors.txt	shell_integration/profile_marks.rs: lock: .open	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0159	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration/profile_marks.rs: lock: .read	L-ledger-key	file_reads_doors.txt	shell_integration/profile_marks.rs: lock: .read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0160	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration/profile_marks.rs: rewrite_recorded: Decoded::read	L-ledger-key	file_reads_doors.txt	shell_integration/profile_marks.rs: rewrite_recorded: Decoded::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0161	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration/profile_runtime.rs: enable_record: Marks::read	L-ledger-key	file_reads_doors.txt	shell_integration/profile_runtime.rs: enable_record: Marks::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0162	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration/profile_runtime.rs: install_recorded: Marks::read	L-ledger-key	file_reads_doors.txt	shell_integration/profile_runtime.rs: install_recorded: Marks::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
D0163	P16	crates/bt-app/src/file_reads_doors.txt	shell_integration/profile_runtime.rs: operate_with: Marks::read	L-ledger-key	file_reads_doors.txt	shell_integration/profile_runtime.rs: operate_with: Marks::read	ledger key equality	no	not a reader with a test function: a key in a plain-text ledger whose first field is a file name. Re-keying it is P6/P16's own edit and there is no expression to rewrite
